codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,estado_master,lote_origen,archivo_origen
ING-0107,PICADA CERDO 800g MAKRO,0.0,6.03,CONSUM,LA COPE picada de cerdo 400 g,2.41,400 g,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/2148,Precio con IVA. Convertido a €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0108,PICADA MIXTA 800 G MAKRO,0.0,8.23,CONSUM,CONSUM preparado picada mixta 400 g,3.29,400 g,2026-06-13,https://tienda.consum.es/es/p/preparado-picada-mixta/925594,Precio con IVA. Convertido a €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0110,"PIES,MANOS CERDO",30.0,7.79,CONSUM,Patas de cerdo,7.79,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Equivalente pies/manos. Precio con IVA. €/kg. Merma por hueso/cartílago.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0111,PLUMA CERDO IBÉRICO CONGELADO MAKRO 1K,3.0,26.35,MAKRO,METRO Chef pluma de cerdo ibérico congelada,26.35,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X109730/0032/0021/METRO-Chef-Pluma-de-cerdo-de-de-raza-ib%C3%A9rica-congelada-precio-kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0112,PRESA CERDO IBERICO CONGELADO 1K,3.0,25.91,MAKRO,Presa de cerdo ibérico congelado precio kg,25.91,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X108847/0032/0021/Presa-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0115,SECRETO CERDO BLANCO,5.0,6.99,CONSUM,CONSUM secreto de cerdo,6.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg. Cerdo blanco.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0116,SECRETO CERDO IBERICO CONGELADO 1K MAKRO,3.0,12.05,MAKRO,Secreto de cerdo ibérico congelado precio kg,12.05,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X107417/0032/0021/Secreto-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0119,SOLOMILLO CERDO IBÉRICO CONGELADO MAKRO 1K,3.0,21.18,MAKRO,Solomillo de cerdo ibérico congelado precio kg,21.18,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X137516/0032/0021/Solomillo-de-cerdo-ib%C3%A9rico-congelado-precio-kg,Precio con IVA/IGIC incluido. €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0120,SOLOMILLO CERDO MACERADO,4.0,10.89,CONSUM,Solomillo al romero bandeja 600 g aprox.,10.89,1 kg,2026-06-13,https://tienda.consum.es/es/p/solomillo-al-romero/7267391,Equivalente solomillo macerado. Precio con IVA. €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0121,SOLOMILLO CERDO FRESCO,4.0,7.99,CONSUM,CONSUM solomillo de cerdo pieza 500 g aprox.,7.99,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/carniceria/cerdo/2159,Precio con IVA. €/kg.,ACTUALIZABLE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0124,TOCINO ENTREVERADO IBERICO( panceta iberica) cervera,0.0,,PENDIENTE,,,,2026-06-13,,Tocino entreverado ibérico: no localizado precio oficial claro.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0126,TOCINO IBERICO (panceta iberica) loncheada cervera,0.0,,PENDIENTE,,,,2026-06-13,,Tocino ibérico loncheado: no localizado precio oficial claro.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0129,CARRE cuna de cordero lechal congelado,0.0,,PENDIENTE,,,,2026-06-13,,Carré/cuna de cordero lechal congelado: no localizado precio exacto; no sustituyo por chuletas frescas.,PENDIENTE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0132,"MEDIO LECHAL CONGELADO 2,7K MAKRO",35.0,15.9,MAKRO,Medio canal de cordero lechal congelado 2-3 kg,15.9,€/kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X166726/0032/0021/Medio-canal-de-cordero-lechal-congelado,Precio con IVA/IGIC incluido. €/kg. Merma por hueso.,ACTUALIZABLE,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv
ING-0137,PICADA DE CORDERO,0.0,,PENDIENTE,,,,2026-06-13,,Picada de cordero no localizada con precio oficial claro.,PENDIENTE,lote03,actualizacion_precios_lote03_carnes_aves_charcuteria_con_mermas.csv
ING-0144,ALMEJA FINA 1-2K,75.0,,PENDIENTE,,,,2026-06-13,,Almeja fina: no sustituyo por japónica/negra porque cambia calidad y precio.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0145,ALMEJA JAPONICA 1-2K makro,75.0,16.78,MAKRO,METRO Chef almeja japónica 60/80 piezas kg malla 1 kg,16.78,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X717707/0032/0021/METRO-Chef-Almeja-jap%C3%B3nica-60-80-piezas-Kg-FAO-27-Malla-1-Kg,Precio con IVA/IGIC incluido. €/kg. Merma por concha.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0146,ANGUILA,35.0,,PENDIENTE,,,,2026-06-13,,Anguila no localizada con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0147,ATUN LOMO VACÍO refrigerado 3-5K,3.0,13.59,MAKRO,Lomo de atún vacío 1 kg FAO 77,13.59,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X173868/0032/0021/At%C3%BAn-lomo-vac%C3%ADo-1kg-FAO-77-Atl%C3%A1ntico-Este-Central,Precio con IVA/IGIC incluido. €/kg. Merma baja por pieza limpia.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0148,BACALAO LIMPIO cortado descongelado a la sal 500 g,5.0,19.9,CONSUM,Filete de bacalao precio aprox.,19.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/filete-de-bacalao/7108314,Precio con IVA. €/kg. Producto equivalente a bacalao limpio cortado.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0149,BERBERECHO 100-150pz,80.0,14.14,CONSUM,Berberechos malla peso aprox. 350 g,4.95,350 g,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/marisco/4092,Precio con IVA. €/kg indicado por tienda. Merma por concha.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0150,BESUGO 300G-3K,45.0,,PENDIENTE,,,,2026-06-13,,Besugo 300 g-3 kg no localizado con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0151,"BOGAVANTE FRESCO 0,4-0,6 USA",65.0,34.05,CONSUM,DELFIN bogavante crudo peso aprox. 425 g,14.3,"0,42 kg",2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,"Equivalente congelado a bogavante 0,4-0,6. Precio con IVA. €/kg.",ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0152,BONITO DEL NORTE 3K,5.0,19.9,CONSUM,Lomo de bonito pieza precio aprox.,19.9,1 kg,2026-06-13,https://tienda.consum.es/es/p/lomo-de-bonito/7377034,Precio con IVA. €/kg indicado por tienda. Merma estimada por recorte.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0153,BOQUERON grande mediterraneo,35.0,6.95,CONSUM,Boquerón a peso,6.95,1 kg,2026-06-13,https://tienda.consum.es/es/p/boqueron/225292,Precio con IVA. €/kg. Merma por cabeza/espina.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0154,"BUEY DE MAR 0,5-0,7 KG",70.0,19.17,CONSUM,Buey de mar cocido 600 g aprox.,11.5,"0,6 kg",2026-06-13,https://tienda.consum.es/es/p/buey-de-mar-cocido-peso-aproximado-600gr/7448298,Precio con IVA. €/kg. Merma por caparazón.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0155,CABALLA DEL NORTE,35.0,,PENDIENTE,,,,2026-06-13,,Caballa fresca no localizada; no actualizo con conserva.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0156,CALAMAR,20.0,11.5,CONSUM,Calamar fresco,11.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/calamar-sepia/4091,Precio con IVA. €/kg. Merma por limpieza.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0157,CANGREJO DE MAR,65.0,10.57,CONSUM,Cangrejo de río cocido bandeja 350 g,3.7,350 g,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,No es cangrejo de mar; referencia de crustáceo cocido. Marcar para revisión.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0158,CAÑAILLA de playa,80.0,,PENDIENTE,,,,2026-06-13,,Cañadilla no localizada con precio oficial claro en fuentes objetivo.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0159,CARACOL PRECOCIDO 1K,5.0,7.14,CONSUM,Caracol avellanec 350 g,2.5,350 g,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente a caracol cocido/tierra. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0160,"CENTOLLO 0,5-0,7 KG",65.0,6.49,MAKRO,Centollo +700 g FAO 27 Atlántico Noroeste,6.49,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X120093/0032/0021/Centollo-%2B700g-FAO-27-Atl%C3%A1ntico-Noroeste,Precio con IVA/IGIC incluido aprox. €/kg. Merma por caparazón.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0161,CHIPI,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0162,CLOCHINA 1K,75.0,,PENDIENTE,,,,2026-06-13,,"Clochinas no localizadas en fuentes objetivo; se puede usar mejillón como referencia, pero no actualizo por diferencia de producto.",PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0163,CORVINA 2-3K,45.0,12.65,CONSUM,Corvina entera/mitades crianza de España,12.65,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/pescado-blanco/4090,Precio con IVA. €/kg. Merma por cabeza/espina.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0164,DENTON 1-5 K,45.0,,PENDIENTE,,,,2026-06-13,,Dentón 1-5 kg no localizado con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0165,DORADA ración nacional 300/400 g,45.0,10.99,CONSUM,Dorada crianza de España pieza aprox.,10.99,1 kg,2026-06-13,https://tienda.consum.es/es/p/dorada-crianza-de-espana/2174969,Precio con IVA. €/kg. Merma por cabeza/espina.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0166,ERIZOS DE MAR 5K,85.0,,PENDIENTE,,,,2026-06-13,,Erizos de mar 5 kg no localizados con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0167,ESPARDEÑA 1K,0.0,,PENDIENTE,,,,2026-06-13,,Espardeña no localizada con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0168,GALERA,60.0,16.0,CONSUM,Galeras Lonjas del Mediterráneo,16.0,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Precio con IVA. €/kg indicado por tienda. Merma por caparazón.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0169,GALLO 200-1K,45.0,,PENDIENTE,,,,2026-06-13,,Gallo 200 g-1 kg no localizado con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0170,GALLO SAN PEDRO 1-3K,45.0,,PENDIENTE,,,,2026-06-13,,Gallo San Pedro no localizado con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0171,HUEVAS DE MERLUZA,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0172,JUREL/ TXITXARRO,35.0,,PENDIENTE,,,,2026-06-13,,Jurel/txitxarro no localizado con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0173,LENGUADO FINO 240g-320g /KG,45.0,15.5,CONSUM,Palaya/Lenguado similar Lonjas del Mediterráneo,15.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente aproximado; revisar si se requiere lenguado fino.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0174,LENGUADO 300/400,45.0,15.5,CONSUM,Palaya/Lenguado similar Lonjas del Mediterráneo,15.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=6,Equivalente aproximado. Precio con IVA. €/kg. Revisar si se exige lenguado específico.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0175,"LUBINA 0,3-0,4",45.0,10.99,CONSUM,Lubina crianza de España pieza aprox.,10.99,1 kg,2026-06-13,https://tienda.consum.es/es/p/lubina-crianza-de-espana/7010650,Precio con IVA. €/kg. Merma por cabeza/espina.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0176,MEJILLON GALLEGO 30/40PZ KILO,75.0,3.39,CONSUM,Mejillón vivo peso aprox. 1 kg,3.39,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/marisco/4092,Precio con IVA. €/kg. Merma por concha.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0177,MERLUZA PINCHO 2-3K,45.0,11.95,CONSUM,Merluza entera o mitades,11.95,1 kg,2026-06-13,https://tienda.consum.es/es/p/merluza-entera-o-mitades/7200033,Equivalente a merluza pincho por falta de fuente exacta; revisar calidad.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0178,MERO GRIS,45.0,,PENDIENTE,,,,2026-06-13,,Mero gris no localizado con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0179,"MORRALLA 0,1-0,2",0.0,7.95,CONSUM,Morralla Lonjas del Mediterráneo,7.95,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/pescado-blanco/4090,Precio con IVA. €/kg. Uso para fumet; merma operativa 0% si se usa completa.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0180,NAVAJA MEDIANA,75.0,9.9,CONSUM,Navajas malla 500 g aprox.,4.95,500 g,2026-06-13,https://tienda.consum.es/es/p/navajas-malla-peso-aproximado-500-gr/7263721,Precio con IVA. €/kg indicado por tienda. Merma por concha.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0181,NECORA GALLEGA,65.0,20.79,MAKRO,Nécora gorda 1 kg FAO 27,20.79,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X462322/0032/0021/Necora-gorda-1kg-FAO-27-Atl%C3%A1ntico-Noroeste,Precio con IVA/IGIC incluido. €/kg. Merma por caparazón.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0186,PEZ LIMON,5.0,,PENDIENTE,,,,2026-06-13,,Fuera de lote: pescado/marisco; reservar para revisión lote04.,PENDIENTE,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv
ING-0197,TINTA DE SEPIA 8 unidades 32g mercadona,0.0,26.9,MAKRO,Nortindal tinta de sepia 4 g x 50 uds,5.38,50 uds x 4 g = 200 g,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X167585/0032/0021/Nortindal-Tinta-de-sepia-4g-50-unidades,"Equivalente profesional; el inventario indica formato Mercadona 8 uds/32 g. Precio con IVA/IGIC incluido, convertido a €/kg.",ACTUALIZABLE,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv
ING-0199,ALISTADO GAMBA ROJA PEQUEÑA mercadona PARA AMERICANA,,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0200,ALMEJA NEGRA 60/80 C,75.0,12.53,MAKRO,Altamar almeja negra congelada 60/80 piezas 1 kg,12.53,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X171365/0032/0021/Altamar-Almeja-negra-congelada-60-80-piezas-1kg,Precio con IVA/IGIC incluido. €/kg. Merma por concha.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0201,ALMENDRITA/CASTAÑITA/CHOPITO 1K,10.0,10.44,CONSUM,Puntilla limpia sin pluma 450 g,4.7,450 g,2026-06-13,https://tienda.consum.es/es/p/puntilla-limpia-s-pluma/7464758,Equivalente a almendrita/chopito. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0202,ATUN LOMO 3-5K,5.0,16.45,MAKRO,Atún lomo c/p 2-5 kg elaborado FAO34,16.45,1 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X225234/0032/0021/ATUN-LOMO-C-P-2-5KG-ELAB-FAO34,Precio con IVA/IGIC incluido. €/kg. Merma razonable 5% por limpieza/recorte.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0203,ATUN VENTRESCA 1K,0.0,27.4154,MAKRO,UBAGO ventresca de atún claro aceite vegetal 650 g,17.82,650 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X27938/0032/0021/Ubago-Ventresca-at%C3%BAn-claro-aceite-vegetal-650g,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0204,BACALAO COCOCHAS,5.0,,PENDIENTE,,,,2026-06-13,,Cocochas de bacalao no localizadas con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0205,BACALAO LOMO 2K PUNTO DE SAL,3.0,28.54,MAKRO,Icelandic lomo bacalao +300 g caja 2 kg,57.08,2 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X169902/0032/0021/Icelandic-Lomo-bacalao-%2B300g-2Kg,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0206,BACALAO LOMO EXTRA 250/300 MAKRO,3.0,28.54,MAKRO,Icelandic lomo bacalao +300 g caja 2 kg,57.08,2 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X169902/0032/0021/Icelandic-Lomo-bacalao-%2B300g-2Kg,Equivalente a lomo extra 250/300. Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0207,BACALAO LOMO JUMBO 1K,3.0,24.9977,MAKRO,"Icelandic bacalao lomo jumbo +500 g caja 4,4 kg",109.99,"4,4 kg",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X67661/0032/0021/Icelandic-bacalao-lomo-jumbo-%2B500g-4-4Kg,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0208,BACALAO VENTRESCA 2K,5.0,,PENDIENTE,,,,2026-06-13,,Ventresca de bacalao no localizada con precio oficial claro.,PENDIENTE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0209,BOGAVANTE CRUDO 350/400 5K 12 PZ,65.0,17.998,MAKRO,BARRUFET bogavante crudo 350/400 g caja 5 kg,89.99,5 kg,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X164745/0032/0021/BARRUFET-Scanfisk-Seafood-Elafrozen-Bogavante-crudo-350-400g-5Kg,Precio con IVA/IGIC incluido. Convertido a €/kg. Merma por caparazón.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0210,BOGAVANTE CRUDO 375G,65.0,34.05,CONSUM,DELFIN bogavante crudo peso aprox. 425 g,14.3,"0,42 kg",2026-06-13,https://tienda.consum.es/es/c/congelados/pescados-mariscos/2521,Precio con IVA. €/kg indicado por tienda. Merma por caparazón.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0211,CAELLA TACO SIN PIEL2-3K ( TINTORERA),5.0,9.5,CONSUM,Tiras de potón,9.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/2171?page=3,Equivalente a caella/tintorera en taco no exacto; precio con IVA. Marcar para revisión.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0212,CALAMAR POTA ANILLAS 600 GR,5.0,15.97,CONSUM,Anilla pota Illex,5.75,aprox. 360 g,2026-06-13,https://tienda.consum.es/es/p/cola-de-langostino-pelada-y-cocida/7255474,Equivalente a anillas de pota. Precio con IVA. €/kg indicado por tienda.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0213,"CALAMAR INDIO LIMPIO 10/20 1,6KG",5.0,19.4,MAKRO,METRO Chef calamar patagónico limpio/troceado 850 g,16.49,850 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X215096/0032/0021/METRO-Chef-calamar-patagonico-limpio-troceado-850-gne,Precio con IVA/IGIC incluido. Convertido a €/kg.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0214,CALAMAR PATAGONICO LIMPIO10/20 800G,5.0,19.4,MAKRO,METRO Chef calamar patagónico limpio/troceado 850 g,16.49,850 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X215096/0032/0021/METRO-Chef-calamar-patagonico-limpio-troceado-850-gne,Equivalente limpio/troceado. Precio con IVA/IGIC incluido.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0215,CALAMAR MARRUECOS M/P,25.0,11.5,CONSUM,Calamar fresco,11.5,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/pescaderia/calamar-sepia/4091,Referencia general para calamar marruecos m/p. Merma por limpieza.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
ING-0216,CALAMAR PATAGÓNICO 9-12 CM,20.0,13.31,CONSUM,Calamar patagónico troceado 450 g,5.99,450 g,2026-06-13,https://tienda.consum.es/es/p/calamar-patagonico-troceado/7445539,Equivalente a calamar patagónico 9-12 cm. Precio con IVA. €/kg.,ACTUALIZABLE,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv
