codigo,descripcion,merma,precio_unidad,proveedor_precio,formato_compra,precio_original,unidad_original,fecha_precio,url_precio,observaciones_precio,lote_origen,archivo_origen,_tiene_precio,_score,seleccionado_master,motivo_resolucion
ING-0605,HUEVOS,12.0,0.25,CONSUM,MONTERDE huevos M medianos docena,3.0,12 uds,2026-06-13,https://tienda.consum.es/es/p/huevos-m-medianos-docena/7098382,Precio con IVA. Normalizado a €/huevo. Merma estimada 12% por cáscara.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0605,HUEVOS,12.0,0.25,CONSUM,MONTERDE huevos M medianos docena,3.0,12 uds,2026-06-13,https://tienda.consum.es/es/p/huevos-m-medianos-docena/7098382,Precio con IVA. Normalizado a €/huevo. Merma estimada 12% por cáscara.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0606,HUEVOS CODORNIZ,18.0,0.1028,CONSUM,MONTERDE huevo codorniz cartón 18 unidades,1.85,18 uds,2026-06-13,https://tienda.consum.es/es/p/huevo-codorniz-carton-18-unidades/7300853,Precio con IVA. Normalizado a €/huevo. Merma estimada 18% por cáscara.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0606,HUEVOS CODORNIZ,18.0,0.1028,CONSUM,MONTERDE huevo codorniz cartón 18 unidades,1.85,18 uds,2026-06-13,https://tienda.consum.es/es/c/despensa/lacteos-huevos/huevos/2065,Precio con IVA. Normalizado a €/huevo. Merma estimada 18% por cáscara.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0608,LECHE CONDENSADA 450 G,0.0,5.22,CONSUM,CONSUM leche condensada entera Sirvefácil 450 g,2.35,450 g,2026-06-13,https://tienda.consum.es/es/p/caramelo-liquido-botella/356105,Precio con IVA. Convertido a €/kg desde 450 g.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0608,LECHE CONDENSADA 450 G,0.0,5.22,CONSUM,CONSUM leche condensada entera Sirvefácil 450 g,2.35,450 g,2026-06-13,https://tienda.consum.es/es/p/sirope-de-caramelo-bote/7238355,Precio con IVA. Convertido a €/kg desde 450 g.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0609,LECHE DE COCO 1 LT DIEXPA,0.0,3.8,MAKRO,AROY-D leche de coco 17-19% brik 1 L,3.8,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X209101/0032/0021/AROY-D-leche-de-coco-17-19-1-L,"Precio con IVA/IGIC incluido. €/L. Producto equivalente, no marca Diexpa.",lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0609,LECHE DE COCO 1 LT DIEXPA,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: leche de coco ya tratada en lote02.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0609,LECHE DE COCO 1 LT DIEXPA,0.0,3.8,MAKRO,AROY-D leche de coco 17-19% brik 1 L,3.8,1 L,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X209101/0032/0021/AROY-D-leche-de-coco-17-19-1-L,"Precio con IVA/IGIC incluido. €/L. Producto equivalente, no marca Diexpa.",lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1120,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0610,LECHE ENTERA,0.0,0.96,CONSUM,CONSUM leche entera brik 1 L,0.96,1 L,2026-06-13,https://tienda.consum.es/es/p/leche-entera-brik/7080596,Precio con IVA. €/L.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0610,LECHE ENTERA,0.0,0.96,CONSUM,CONSUM leche entera brik 1 L,0.96,1 L,2026-06-13,https://tienda.consum.es/es/p/leche-entera-brik/7080596,Precio con IVA. €/L.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1135,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0611,LECHE ENTERA DOBLE CREMA CAPUCHINO,,,PENDIENTE,,,,2026-06-13,,No actualizado: no he encontrado equivalente claro. Evito usar nata/derivado lácteo 35% porque cambiaría demasiado el coste y uso técnico.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,-15,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0611,LECHE ENTERA DOBLE CREMA CAPUCHINO,0.0,,PENDIENTE,,,,2026-06-13,,Leche entera doble crema capuchino: no localizado equivalente claro; evitar sustituir por nata o leche normal.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,NO,-15,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0624,MANTEQUILLA HOJALDRE 12K,0.0,9.562,MAKRO,METRO Chef mantequilla bloque 5 kg,47.81,5 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X192456/0032/0021/METRO-Chef-mantequilla-bloque-5-Kg,Equivalente profesional; no específica de hojaldre/laminado. Precio con IVA/IGIC incluido. Convertido a €/kg.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0624,MANTEQUILLA HOJALDRE 12K,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: mantequilla para hojaldre revisada en lote07 lácteos.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0624,MANTEQUILLA HOJALDRE 12K,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: mantequilla hojaldre tratada en lote07 lácteos.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0643,PAN DE ORO 25U,0.0,,PENDIENTE,,,,2026-06-13,,"Pan de oro 25 uds: producto de decoración, reservar para lote12/packaging.",lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0643,PAN DE ORO 25U,0.0,,PENDIENTE,,,,2026-06-13,,Pan de oro: decoración no actualizada como ingrediente hasta decidir si se trata como coste de decoración/packaging.,lote12,actualizacion_precios_lote12_varios_decoracion_otros_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0669,QUESO BARRA EDAM 3K,0.0,11.9,CONSUM,M.VICENTE queso Edam barra leche vaca pasteurizada al peso,11.9,1 kg,2026-06-13,https://tienda.consum.es/es/c/frescos/2812?page=45,Precio con IVA. €/kg.,lote07,actualizacion_precios_lote07_lacteos_quesos_huevos_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0669,QUESO BARRA EDAM 3K,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: queso Edam barra tratado en lote07 lácteos.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0709,ACEITE DE COCO 1L,0.0,15.11,CONSUM,"Aceite de coco virgen extra ecológico 0,37 L",5.59,"0,37 L",2026-06-13,https://tienda.consum.es/es/p/aceite-de-coco-virgen-extra-ecologico/7405467,"Precio con IVA. Convertido a €/L. Producto equivalente, no formato 1 L.",lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0709,ACEITE DE COCO 1L,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: aceite de coco ya tratado en lote01.,lote06,actualizacion_precios_lote06_frutas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0709,ACEITE DE COCO 1L,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de coco ya tratado en lote01. No actualizar aquí.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0709,ACEITE DE COCO 1L,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de coco ya tratado en lote01.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0709,ACEITE DE COCO 1L,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de coco ya tratado en lote01.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0710,ACEITE DE TRUFA 250 ML,0.0,15.64,MAKRO,METRO Chef preparado de AOVE con trufa 250 ml,3.91,250 ml,2026-06-13,https://tienda.makro.es/shop/store/pv/BTY-X213525/0032/0021/METRO-Chef-Preparado-de-aceite-de-oliva-virgen-extra-con-trufa-250ml,Precio con IVA. Convertido a €/L.,lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0710,ACEITE DE TRUFA 250 ML,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de trufa ya tratado en lote01. No actualizar aquí para evitar sobrescritura.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0710,ACEITE DE TRUFA 250 ML,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de trufa ya tratado en lote01.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0710,ACEITE DE TRUFA 250 ML,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de trufa ya tratado en lote01.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0711,ACEITE GIRASOL,0.0,1.69,CONSUM,Aceite de girasol botella 5 L,8.45,5 L,2026-06-13,https://tienda.consum.es/es/p/aceite-de-girasol-botella/7285179,Precio con IVA. €/L indicado por tienda.,lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0711,ACEITE GIRASOL,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de girasol ya tratado en lote01.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0711,ACEITE GIRASOL,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite girasol ya tratado en lote01.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0712,ACEITE NUEZ,,,PENDIENTE,,,,2026-06-13,,No encontrado precio oficial claro en Makro/Consum/Mercadona en esta primera búsqueda. Revisar proveedor alternativo o sustituir por aceite de frutos secos disponible.,lote01,actualizacion_precios_lote1_10_con_mermas.csv,NO,-15,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0712,ACEITE NUEZ,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de nuez ya quedó pendiente en lote01. No actualizar aquí.,lote08,actualizacion_precios_lote08_pasteleria_frutos_secos_chocolate_con_mermas.csv,NO,-110,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0712,ACEITE NUEZ,0.0,,PENDIENTE,,,,2026-06-13,,Aceite de nuez sigue pendiente: no localizado precio oficial claro.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-40,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0712,ACEITE NUEZ,0.0,,PENDIENTE,,,,2026-06-13,,Aceite de nuez sigue pendiente; no localizado precio oficial claro.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-40,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0713,ACEITE OLIVA 0.4 1l,0.0,4.95,CONSUM,"Aceite de oliva 0,4º botella 1 L",4.95,1 L,2026-06-13,https://tienda.consum.es/es/c/despensa/conservas-aceites-condimentos/aceite-vinagre/aceite-de-oliva-intenso-suave/4000,Precio con IVA. €/L indicado por tienda.,lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0713,ACEITE OLIVA 0.4 1l,0.0,,PENDIENTE,,,,2026-06-13,,"Duplicado: aceite oliva 0,4 ya tratado en lote01.",lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0713,ACEITE OLIVA 0.4 1l,0.0,,PENDIENTE,,,,2026-06-13,,"Duplicado: aceite oliva 0,4 ya tratado en lote01.",lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0714,ACEITE OLIVA INTENSO,0.0,4.15,CONSUM,Aceite de oliva intenso 1 L,4.15,1 L,2026-06-13,https://tienda.consum.es/es/p/aceite-de-oliva-intenso/7285190,Precio con IVA. €/L indicado por tienda.,lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0714,ACEITE OLIVA INTENSO,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite oliva intenso ya tratado en lote01.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0714,ACEITE OLIVA INTENSO,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite oliva intenso ya tratado en lote01.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0715,ACEITE OLIVA MONODOSIS 10MLX144U,0.0,11.9514,MAKRO,Capricho Andaluz AOVE ecopack 144 monodosis x 10 ml,17.21,"144 x 10 ml = 1,44 L",2026-06-13,https://tienda.makro.es/shop/pv/BTY-X162210/0032/0021/Capricho-andaluz-Aceite-oliva-virgen-extra-ecopack-contiene-144-monodosis-10ml,"Precio con IVA. Convertido a €/L desde 1,44 L totales.",lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0715,ACEITE OLIVA MONODOSIS 10MLX144U,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite oliva monodosis ya tratado en lote01.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0715,ACEITE OLIVA MONODOSIS 10MLX144U,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite oliva monodosis ya tratado en lote01.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0716,ACEITE SESAMO BLUE DRAGON 150ML,0.0,19.95,CONSUM,Aceite de sésamo Tiger Khan 200 ml,3.99,200 ml,2026-06-13,https://tienda.consum.es/es/c/despensa/cocina-internacional/asiatico/4509,"Precio con IVA. Producto equivalente a aceite de sésamo, no marca Blue Dragon ni formato 150 ml.",lote01,actualizacion_precios_lote1_10_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0716,ACEITE SESAMO BLUE DRAGON 150ML,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite de sésamo ya tratado en lote01.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0716,ACEITE SESAMO BLUE DRAGON 150ML,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: aceite sésamo ya tratado en lote01.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0721,ACEITUNA RELLENA ANCHOA 600 G,0.0,6.7667,MAKRO,ARO aceituna rellena de anchoa lata 600 g,4.06,600 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X180788/0032/0021/aro-aceituna-rellena-de-anchoa-lata-600g,Precio con IVA/IGIC incluido. Convertido a €/kg desde 600 g.,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0721,ACEITUNA RELLENA ANCHOA 600 G,0.0,7.65,CONSUM,CONSUM aceitunas rellenas de anchoas lata 600 g,4.59,600 g,2026-06-13,https://tienda.consum.es/es/c/despensa/aperitivos-frutos-secos/aceitunas-encurtidos/aceitunas-con-hueso/2502,Precio con IVA. €/kg indicado por tienda. Ojo: producto ya apareció en lote04; revisar duplicado al crear MASTER.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,SI,1050,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0724,ALCAPARRON 360G,0.0,,PENDIENTE,,,,2026-06-13,,Alcaparrón 360 g no localizado con precio oficial claro.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0724,ALCAPARRON 360G,0.0,,PENDIENTE,,,,2026-06-13,,Alcaparrón: conserva/encurtido del lote09; no actualizar aquí.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0725,ALGA ESPAGUETI DE MAR,0.0,,PENDIENTE,,,,2026-06-13,,Alga espagueti de mar no localizada con precio oficial claro.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0725,ALGA ESPAGUETI DE MAR,0.0,,PENDIENTE,,,,2026-06-13,,Alga espagueti de mar sigue pendiente: no localizado precio oficial claro.,lote10,actualizacion_precios_lote10_panes_masas_congelados_precocinados_con_mermas.csv,NO,-40,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0733,"APIO RALLADO CONSERVA 1,5KG",0.0,2.3,CONSUM,HUERCASA remolacha cocida y pelada 500 g,1.15,500 g,2026-06-13,https://tienda.consum.es/es/c/frescos/verduras/2187?page=3,Producto de conserva/refrigerado equivalente a raíz rallada/cocida. Precio con IVA. €/kg indicado por tienda. Revisar por ser apio rallado.,lote05,actualizacion_precios_lote05_verduras_hortalizas_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0733,"APIO RALLADO CONSERVA 1,5KG",,,PENDIENTE,,,,2026-06-13,,No procesado en este lote.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,0,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0734,ARROZ ARBORIO 1KG,0.5,3.7,CONSUM,SCOTTI arroz risotto arborio 500 g,1.85,500 g,2026-06-13,https://tienda.consum.es/es/c/despensa/arroz-pastas-legumbres/arroz/1640,Precio con IVA. Producto equivalente. Convertido a €/kg desde 500 g.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1120,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0734,ARROZ ARBORIO 1KG,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arroz arborio ya tratado en lote02.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0735,ARROZ REDONDO,0.5,1.69,CONSUM,LA FALLERA arroz redondo 1 kg,1.69,1 kg,2026-06-13,https://tienda.consum.es/es/p/arroz-redondo/302489,Precio con IVA. €/kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0735,ARROZ REDONDO,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arroz redondo ya tratado en lote02.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0736,ARROZ BASMATI 1k,0.5,2.1,CONSUM,CONSUM arroz basmati 1 kg,2.1,1 kg,2026-06-13,https://tienda.consum.es/es/p/arroz-basmati/7095610,Precio con IVA. €/kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0736,ARROZ BASMATI 1k,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arroz basmati ya tratado en lote02.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0737,ARROZ BOMBA 1k,0.5,5.09,CONSUM,CONSUM arroz bomba paquete 1 kg,5.09,1 kg,2026-06-13,https://tienda.consum.es/es/p/arroz-bomba-paquete/7164762,Precio con IVA. €/kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0737,ARROZ BOMBA 1k,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arroz bomba ya tratado en lote02.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0738,ARROZ INTEGRAL BOLSA 1KG,0.5,1.69,CONSUM,CONSUM arroz integral 1 kg,1.69,1 kg,2026-06-13,https://tienda.consum.es/es/p/arroz-integral/7413370,Precio con IVA. €/kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0738,ARROZ INTEGRAL BOLSA 1KG,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arroz integral ya tratado en lote02.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0738,ARROZ INTEGRAL BOLSA 1KG,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arroz integral tratado en lote02.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0739,ARROZ ROJO,,,PENDIENTE,,,,2026-06-13,,No localizado precio oficial claro en Makro/Consum/Mercadona para esta revisión.,lote02,actualizacion_precios_lote2_con_mermas.csv,NO,0,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0739,ARROZ ROJO,0.0,,PENDIENTE,,,,2026-06-13,,Arroz rojo sigue pendiente: no localizado precio oficial claro.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-40,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0740,ARROZ SUSHI JAPON 500G,0.5,3.8,CONSUM,Arroz sushi paquete 500 g,1.9,500 g,2026-06-13,https://tienda.consum.es/es/p/arroz-sushi-paquete/7371094,Precio con IVA. Convertido a €/kg desde 500 g.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0740,ARROZ SUSHI JAPON 500G,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arroz sushi 500 g ya tratado en lote02.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0741,ARROZ SUSHI JAPON 5K,0.5,1.882,MAKRO,METRO Chef arroz para sushi bolsa 5 kg,9.41,5 kg,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X143539/0032/0021/METRO-Chef-Arroz-para-sushi-en-bolsa-5-Kg,Precio con IVA/IGIC incluido. Convertido a €/kg desde 5 kg.,lote02,actualizacion_precios_lote2_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0741,ARROZ SUSHI JAPON 5K,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: arroz sushi 5 kg ya tratado en lote02.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0742,ATUN ACEITE VEGET. ARO 650,0.0,8.4462,MAKRO,ARO atún aceite vegetal 650 g neto escurrido,5.49,650 g,2026-06-13,https://tienda.makro.es/shop/pv/BTY-X295675/0032/0021/aro-at%C3%BAn-aceite-vegetal-650-gne-%28900-g%29,Precio con IVA/IGIC incluido. Convertido a €/kg desde 650 g netos.,lote04,actualizacion_precios_lote04_pescado_marisco_con_mermas.csv,SI,1135,SI,"Seleccionado por tener mejor combinación de precio, proveedor, URL y observación."
ING-0742,ATUN ACEITE VEGET. ARO 650,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado: atún aceite vegetal ya tratado en lote04 pescado/marisco.,lote09,actualizacion_precios_lote09_almacen_seco_conservas_salsas_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
ING-0742,ATUN ACEITE VEGET. ARO 650,0.0,,PENDIENTE,,,,2026-06-13,,Duplicado/fuera de lote: atún aceite vegetal tratado en lote04.,lote11,actualizacion_precios_lote11_bebidas_cafes_infusiones_con_mermas.csv,NO,-70,NO,Descartado frente a otra fila del mismo código con mejor puntuación o precio más útil.
